ID,PRE/POST,ENVIRONMENT,FILENAME,HAS_ATTACHMENTS,REQUESTER,DURATION,CM_AM,CM_IT,CM_UAT,CM_TST5,CM_ST,CM_DEVE2E,CM_COURTESY,CM_PT,CM_CATALOG,CM_ACNDEVOPS,CM_PROD
1343,POST,ALIGNMENT,20231009_Subscription_PageLayout_addPraticaFinanziariaFields.txt,FALSE,sabrina.spada,5,,x,,,,,,,,,
1344,POST,ALIGNMENT,20231009_Order_PageLayout_addField_IdPratica.txt,FALSE,sabrina.spada,5,,x,,,,,,,,,
1345,POST,ALIGNMENT,20231010_DataLoader_LovBL316.txt,TRUE,lorenzo.siciliano,10,,x,,,,,,,,,
1346,POST,ALIGNMENT,OCTANE_119850_MP.txt,TRUE,asmita.kulkarni,2,,x,,,,,,,,,
1347,POST,ALIGNMENT,20231011_MP_SCTASK1753032.txt,FALSE,c.ferrigno,5,,x,,,,,,,,,
1350,POST,ALIGNMENT,2023_10_11_OCTANE_120842.txt,TRUE,francesco.degaetano,5,,x,,,,,,,,,
1351,POST,ALIGNMENT,20231012_DataLoader_UpdateTrackingDigital_BL237.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1352,POST,ALIGNMENT,20231012_DataLoader_Insert_COMP100TV_LOV_Data.txt,TRUE,vinay.b.kumar.verma,10,,x,,,,,,,,,
1353,POST,ALIGNMENT,20231012_GET_GLASSPPV_SCMS_Insert_NewCrm_IntegrationSettingParam__c.txt,TRUE,sabrina.spada,10,,x,,,,,,,,,
1357,POST,ALIGNMENT,20231013_MP_OS_ReActivate.txt,FALSE,saket.vilas.kolte,3,,x,,,,,,,,,
1361,POST,ALIGNMENT,20231016_DataLoader_UpdateTrackingDigital_BL237.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1362,POST,ALIGNMENT,20231016_Octane119941_Upsert.txt,TRUE,asmita.kulkarni,5,,x,,,,,,,,,
1363,POST,ALIGNMENT,2023.09.11_MP_120941.txt,FALSE,giuseppe.bonura,5,,x,,,,,,,,,
1364,POST,ALIGNMENT,20231018_MP_BL316_ViewReportPermissionSet.txt,FALSE,saket.vilas.kolte,5,,x,,,,,,,,,
1365,POST,ALIGNMENT,20231018_HW_TrackingDigital_LOV_AM.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1366,POST,ALIGNMENT,20231019_DataLoader_Update_COMPL1003B_LOV.txt,TRUE,vinay.b.kumar.verma,10,,x,,,,,,,,,
1367,POST,ALIGNMENT,DataLoader_LOV_BL316_Upsert.txt,TRUE,saket.vilas.kolte,5,,x,,,,,,,,,
1368,POST,ALIGNMENT,20231019_MP_BL316_PicklistValues_RT.txt,FALSE,saket.vilas.kolte,5,,x,,,,,,,,,
1369,POST,ALIGNMENT,20231019_Permission_BL316_MyAllCasesApexClass.txt,FALSE,vinay.b.kumar.verma,5,,x,,,,,,,,,
1370,POST,ALIGNMENT,20231019_MP_OS_ID6.2_Activate.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
1371,POST,ALIGNMENT,20231020_MP_RTB_FLS.txt,FALSE,saket.vilas.kolte,5,,x,,,,,,,,,
1372,POST,ALIGNMENT,20231020_PermissionSet_BL316ApexClassVfPage.txt,FALSE,vinay.b.kumar.verma,15,,x,,,,,,,,,
1373,POST,ALIGNMENT,20231020_MP_OS_ID6.2_Activate.txt,FALSE,harshita.a.agarwal,5,,x,,,,,,,,,
1374,POST,ALIGNMENT,20231023_FLS_ASSET_CT23.txt,FALSE,lorenzo.siciliano,5,,x,,,,,,,,,
1375,POST,ALIGNMENT,20231024_DataLoader_NewCrm_IntegrationSettingParam_CXID6.1.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1376,POST,ALIGNMENT,DataLoader_Update_NewCrm_IntegrationSettingParamCX_6_1.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1377,POST,ALIGNMENT,20231025_MP_OS_ID6.2_Activate.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
1378,POST,ALIGNMENT,2023_10_25_OCTANE_121119.txt,TRUE,francesco.degaetano,5,,x,,,,,,,,,
1380,POST,ALIGNMENT,2023_11_29_INC_SCTASK1657117.txt,FALSE,saurabh.anil.padmane,5,,x,,,,,,,,,
1381,POST,ALIGNMENT,20231026_Permission_CT23_ApexClass_Page.txt,FALSE,lorenzo.siciliano,5,,x,,,,,,,,,
1382,POST,ALIGNMENT,LOV_UPDATE_OCTANE121204.txt,TRUE,asmita.kulkatrni,5,,x,,,,,,,,,
1383,POST,ALIGNMENT,LOV_UPDATE_OCTANE121207.txt,TRUE,asmita.kulkatrni,5,,x,,,,,,,,,
1390,POST,ALIGNMENT,20230211_BL237_RETENTION_UPDATE.txt,TRUE,simran.sunil,10,,x,,,,,,,,,
1391,POST,ALIGNMENT,20231102_DataLoader_BL316_LOV_Data.txt,TRUE,lorenzo.siciliano,10,,x,,,,,,,,,
1392,POST,ALIGNMENT,20231102_DataLoader_BL316_LOV_Data2.txt,TRUE,lorenzo.siciliano,10,,x,,,,,,,,,
1393,POST,ALIGNMENT,20231103_BL316_UpdateLOV_Attivita.txt,TRUE,sabrina.spada,10,,x,,,,,,,,,
1394,POST,ALIGNMENT,20231103_BL316_UpdateLOV_CaseManagement.txt,TRUE,sabrina.spada,10,,x,,,,,,,,,
1395,POST,ALIGNMENT,20231103_BL316_UpdateLOV_MdC.txt,TRUE,sabrina.spada,10,,x,,,,,,,,,
1396,POST,ALIGNMENT,20231103_BL316_UpdateLOV_Case2.txt,TRUE,sabrina.spada,10,,x,,,,,,,,,
1400,POST,ALIGNMENT,20231106_COMPL1003B_OrderOfferBLB_RT.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
1401,POST,ALIGNMENT,20231107_MP_OS_ID6.2_Activate.txt,FALSE,simran.sunil,5,,x,,,,,,,,,
